target_word,PoS,example_1,example_2,index1,index2,label
shot,N,A good shot requires good balance and tempo .,He left me an almost impossible shot .,2,6,T
irritate,V,Irritate the glands of a leaf .,It irritates me that she never closes the door after she leaves .,0,1,F
loss,N,The company operated at a loss last year .,A serious loss of business .,5,2,F
time,N,He was a great actor in his time .,Time stops for nobody .,7,0,F
strike,V,We must strike the enemy 's oil fields .,The ship struck a reef .,2,2,F
tea,N,The store shelves held many different kinds of tea .,"Would you be a dear and get me a cup of tea , please ?",8,11,T
agonist,N,When bending the elbow the biceps are the agonist .,Acetylcholine is an agonist at the a cholinergic receptor .,8,3,F
coverage,N,Do n't go to lunch if we do n't have enough coverage for the help-desk phones .,There are overlapping coverages on your insurance policies .,11,3,T
nationality,N,Such images define their sense of nationality .,Immigrants of the same nationality often seek each other out .,6,4,T
be,V,I shall be writing to you soon .,I am 75 kilograms .,2,1,T
mark,V,Mark homework .,This sign marks the border .,0,2,F
post,V,I 'll post the news on the bulletin board .,Post a sentinel in front of the door .,2,0,F
hit,V,An interesting idea hit her .,He hit a home run .,3,1,F
unit,N,A unit of wheat is a bushel .,The centimetre is a unit of length .,1,4,T
loss,N,The match ended in their first loss of the season .,The company operated at a loss last year .,6,5,F
assimilate,V,The teacher paused in her lecture to allow the students to assimilate what she had said .,This country assimilates immigrants very quickly .,11,2,F
bite,N,The bite of satire .,I 'll have a quick bite to quiet my stomach until dinner .,1,5,F
reaction,N,There was a chemical reaction of the lime with the ground water .,His reaction to the news was to start planning what to do .,4,1,F
connect,V,The telephone company finally put in lines to connect the towns in this area .,Did you finally connect with your long-lost cousin ?,8,3,F
interest,N,He has a lot of interest in vintage cars .,The iron interests stepped up production .,5,2,F
mean,V,I did n't mean to knock your tooth out .,I only meant to help you .,3,2,T
fall,V,Fall into a strange way of thinking .,She fell ill .,0,1,T
check,N,He asked the waiter for the check .,The tablecloth had red and white checks .,6,6,F
save,V,This move will save money .,Where did I save that document ? I ca n't find it on the desktop .,3,3,F
strike,V,Strike an arc .,The bullet struck her thigh .,0,2,F
stand,N,A bedside stand .,The army made a final stand at the Rhone .,2,5,F
spread,V,She liked to spread butter on her toast while it was still hot .,Spread cheese on a piece of bread .,3,0,T
trim,V,They traditionally trim the tree on Christmas Eve .,The airplane trimmed .,2,2,F
spread,V,Spread information .,The missionaries quickly spread their new message across the country .,0,3,T
patch,N,Does n't that patch of clouds looks like a bunny ?,The storms last summer washed away parts of the road so we can expect some rough patches up ahead .,3,16,T
post,N,She was opening her post .,Is there any post for me ?,4,3,T
opening,N,There was a small opening between the trees .,A salamander darted out of an opening in the rocks .,4,6,T
place,N,Do you want to come over to my place later ?,He lost his place on the page .,8,3,F
field,N,Gold field .,He longed for the fields of his youth .,1,4,T
swimsuit,N,Jade refused to go swimming with her brother until he helped her find her favorite swimsuit .,Put on your swimsuit and let 's go for a swim .,15,3,T
ability,N,"This wood has the ability to fight off insects , fungus , and mold for a considerable time .",This phone has the ability to have its software upgraded wirelessly .,4,4,T
pack,V,Pack the books into the boxes .,To pack goods in a box .,0,1,T
example,N,There is an example on page 10 .,This patient provides a typical example of the syndrome .,3,5,T
stuff,N,The trunk was full of stuff .,He did n't want his pockets to bulge so he was walking around with all his stuff in his hands .,5,16,T
fun,N,They began to fight like fun .,She asked for money and then the fun began .,5,7,T
spread,V,Spread information .,Spread your arms .,0,0,F
foulness,N,His display of foulness deserved severe punishment .,He understood the foulness of sin .,3,3,T
snap,V,To snap a fastener .,Snap your fingers .,1,0,T
line,N,He got out of line .,Toe the line .,4,2,T
fast,V,Muslims fast during Ramadan .,Catholics sometimes fast during Lent .,1,2,T
rotate,V,We rotate the lead soprano every night .,We rotate the crops so as to maximize the use of the soil .,1,1,F
support,N,He applied to the state for support .,They developed a scheme of mutual support .,6,6,F
wash,V,He managed to wash out the stains .,"The car is so dirty , we need to wash it .",3,9,T
spring,N,I spent my spring holidays in Morocco .,"You can visit me in the spring , when the weather is bearable .",3,6,T
stretch,V,Stretch the fabric .,I always stretch my muscles before exercising .,0,2,F
loss,N,Loss of livestock left the rancher bankrupt .,A serious loss of business .,0,2,F
facility,N,He was famous for his facility as an archer .,A cell phone with internet facility .,5,5,F
owe,V,I still owe for the car .,She owes me $ 200 .,2,1,T
conflict,N,The conflict between the government and the rebels began three years ago .,He was immobilized by conflict and indecision .,1,4,F
cover,V,Cover her face with a handkerchief .,The period covered the turn of the century .,0,2,F
time,N,When was the last time we went out ? I do n't remember .,He called four times .,4,3,T
use,V,I ca n't use this tool .,Use the plastic bags to store the food .,3,0,T
pad,V,Pad the seat of the chair .,Pad a bra .,0,0,F
effect,N,He just did it for effect .,The new law will come into effect on the first day of next year .,5,6,F
population,N,The population of New Jersey will not stand for this !,The African-American population of Salt Lake City has been increasing .,1,2,F
pull,N,The pull of the moon .,The pull of the current .,1,1,T
line,V,To line the shelves .,Line one 's pockets .,1,0,T
set,N,He gave a final set to his hat .,The set of prime numbers is infinite .,4,1,F
foot,N,The foot of the list .,He stood at the foot of the tower .,1,4,F
point,N,To fall off a point .,He checked the point on his compass .,4,3,T
fish,N,After the scare about foot-and-mouth disease a lot of people started eating fish instead of meat .,They have a chef who specializes in fish .,12,7,T
line,N,"I tried to make a call , but the line was dead .",A dedicated line .,9,2,T
unit,N,A unit of wheat is a bushel .,Units of nucleic acids .,1,0,F
funny,N,She made a funny .,She told a funny story .,3,3,T
force,N,A force out was recorded on the scorecard .,Force equals mass times acceleration .,1,0,F
disposition,N,I have little disposition now to do as you say .,Salt has a disposition to dissolve in water .,3,3,T
voice,N,The wee small voice of conscience .,He said his voices told him to do it .,3,3,T
carry,V,I carry her image in my mind 's eye .,I carry these thoughts in the back of my head .,1,1,T
pay,V,Pay a visit .,He paid off the loan three months early .,0,1,F
classify,V,How would you classify these pottery shards -- are they prehistoric ?,She classified the articles into different genres .,3,1,T
touch,N,The cooling touch of the night air .,There was a touch of sarcasm in his tone .,2,3,F
accord,N,We are in accord with your proposal .,The accord of light and shade in painting .,3,1,F
feeling,N,He lost all feeling in his arm .,He had terrible feelings of guilt .,3,3,F
shower,N,Would male strippers be appropriate for the divorce shower ?,Today there will be frequent showers and some sunny spells .,8,5,F
make,V,He will make a fine father .,He makes a great host .,2,1,T
leave,V,She wants to leave .,His good luck finally left him .,3,4,F
softness,N,He attributes the disappointing results to softness in the economy .,And in softness almost beyond hearing .,6,2,F
drink,V,"No thanks , I do n't drink .","You 've been drinking , have n't you ?",6,3,T
time,N,He had a time holding back the tears .,They had a good time together .,3,4,T
drive,V,Drive a car or bus .,My new truck drives well .,0,3,F
solution,N,The solution took three hours .,They were trying to find a peaceful solution .,1,7,F
read,V,I read this address as a satire .,I can read his feelings in his face .,1,2,T
hit,V,We were hit by really bad weather .,The temperature could hit 110 F tomorrow .,2,3,F
develop,V,Develop the rook .,Report the news as it develops .,0,5,F
raise,V,Raise a sad cry .,Raise a protest .,0,0,T
side,N,He was on the heavy side .,Look on the bright side .,5,4,T
dress,V,Dress the patient .,Dress the plants in the garden .,0,0,F
crack,N,He opened the window a crack .,I 'd like to take a crack at that game .,5,6,F
sign,N,The hunters found deer sign at the end of the trail .,Those clouds show signs of raining soon .,4,3,T
texture,N,The wall had a smooth texture .,"The beans had a grainy , gritty texture in her mouth .",5,7,T
number,N,He had a number of chores to do .,It was one of the best numbers he ever did .,3,6,F
session,N,A filming session .,"Are we having a recording session ? "" Yes . We 've even got some session musicians to provide some brass . "" .",2,5,T
come,V,Come out of the closet !,He came from France .,0,1,T
mercury,N,The mercury was falling rapidly .,"The mercury there has averaged 37.6C , 2.3C above the February norm .",1,1,T
head,N,At five years of age this head of cattle is worth perhaps $ 40 .,They shot 20 head of quail .,6,3,T
touch,V,She did n't touch her food all night .,Are you all right ? You 've hardly touched your lunch .,3,8,T
ditch,V,Ditch a plane .,Ditch a lover .,0,0,F
think,V,"I think she is pretty , contrary to most people .",I think that he is her boyfriend .,1,1,T
plane,N,He lived on a worldly plane .,We will refer to the plane of the graph as the X-Y plane .,5,5,F
fool,N,The village fool threw his own shoes down the well .,You were a fool to cross that busy road without looking .,2,3,T
connect,V,This computer will connect well to the network .,Our computers connected together .,3,2,T
twinkle,N,There 's a perpetual twinkle in his eyes .,"He was a rotund , jolly man with a twinkle in his eye .",4,9,T
place,N,Do you want to come over to my place later ?,Your place or mine ?,8,1,T
possess,V,He does not even possess a working telephone .,What possessed you to buy this house ?,4,1,F
know,V,She does n't know this composer .,I know him under a different name .,3,1,T
sense,N,A sense of danger .,A sense of happiness .,1,1,T
keep,V,I keep my specimens under glass to protect them .,Keep smiling .,1,0,T
cardinal,N,"The cardinal number "" three "" can be represented as "" 3 "" or "" three "" .","The smallest cardinal numbers are 0 , 1 , 2 , and 3 .",1,2,T
civilization,N,The people slowly progressed from barbarism to civilization .,He is remembered for his generosity and civilization .,7,7,F
channel,N,The ship went aground in the channel .,The English Channel lies between France and England .,6,2,T
drill,V,Drill a hole into the wall .,"Do n't drill here , there 's a gas pipe .",0,2,T
light,N,Do you have a light ?,The light of my life .,4,1,F
business,N,Government and business could not agree .,Computers are now widely used in business .,2,6,F
wear,N,The tires showed uneven wear .,She bought it for everyday wear .,4,5,F
carry,V,These pipes carry waste water into the river .,Amanda carried the package to New York from home .,2,1,T
dibs,N,Who 's got dibs on the chips ?,I have dibs on that last slice of pizza .,3,2,T
recuperate,V,Recuperate one 's losses .,The patient is recuperating .,0,3,F
set,V,The film is set in Africa .,Set up an experiment .,3,0,F
summerize,V,Summerize a house .,Summerize your car .,0,0,T
count,V,Can you count the books on your shelf ?,There are three apples ; count them .,2,5,T
wear,V,Wear one 's hair in a certain way .,She wore a smile all day .,0,1,F
submission,N,What was the date of submission of your proposal ?,His submission to the will of God .,5,1,F
book,N,I am reading a good book on economics .,They got a subpoena to examine our books .,5,7,F
flash,N,A flash sewn on his sleeve indicated the unit he belonged to .,Red flashes adorned the airplane .,1,1,T
read,V,I can read his feelings in his face .,She read my mind and promptly rose to get me a glass of water .,2,1,T
connect,V,The new railroad will connect the northern part of the state to the southern part .,Our computers connected together .,4,2,T
pass,N,He had a pass for three days .,It was not possible to complete the computation in a single pass .,3,11,F
voice,N,The voice of experience .,He said his voices told him to do it .,1,3,T
softness,N,Orders have recently picked up after a period of extreme softness .,"He was shocked by the softness of the atmosphere surrounding the young prince , arising from the superfluity of the femininity that guided him .",10,5,F
drag,N,He performed in drag .,The waitresses looked like missionaries in drag .,3,6,T
cover,V,"When the pot comes to a boil , cover it and reduce the heat to medium .",The caravan covered almost 100 miles each day .,8,2,F
pocket,N,The trapped miners found a pocket of air .,They dipped into the taxpayers ' pockets .,5,6,F
book,N,Many readers find the first book of A Tale of Two Cities to be confusing .,The book of Isaiah .,5,1,T
life,N,Get a life .,Social life .,2,1,T
lock,V,The therapist noticed that the patient 's knees tended to lock in this exercise .,The parents locked her daughter up for the weekend .,10,2,F
drop,V,Drop a lawsuit .,They dropped her after she had a child out of wedlock .,0,1,F
game,N,He thought of his painting as a game that filled his empty time .,Being a child is all fun and games .,7,7,T
camp,V,The houseguests had to camp in the living room .,Can we go camping again this summer ?,4,3,T
line,N,The line of soldiers advanced with their bayonets fixed .,They were arrayed in line of battle .,1,4,T
smile,N,He has a sinister smile .,She had a smile on her face .,4,3,T
trend,N,The trend of the stock market .,The trend of a coastline .,1,1,T
drain,N,A drain on resources .,A drain of young talent by emigration .,1,1,T
monitor,V,The police monitor the suspect 's moves .,We are monitoring the air quality .,2,2,T
see,V,The minister does n't see anybody before noon .,The doctor will see you now .,4,3,T
air,V,Air out the smoke-filled rooms .,Air the old winter clothes .,0,0,T
time,N,Take time to smell the roses .,I did n't have time to finish .,1,4,T
ball,N,He played with his rubber ball in the bathtub .,He threw nine straight balls before the manager yanked him .,5,4,F
connect,V,Can you connect the two loudspeakers ?,These computers connected well together .,2,2,T
break,V,Break a lucky streak .,Break the cycle of poverty .,0,0,T
mess,N,My boss dumped a whole mess of projects on my desk today .,The wardroom mess .,5,2,F
rub,V,Rub oil into her skin .,I rubbed my hands together for warmth .,0,1,T
finish,N,When these final episodes are broadcast it will be the finish of the show .,The market was up at the finish .,10,6,F
implement,V,Implement a procedure .,He implemented a new economic plan .,0,1,F
case,N,It was a case of bad judgment .,A typical case was the suburban housewife described by a marriage counselor .,3,2,F
excitement,N,He could hardly conceal his excitement when she agreed .,His face was flushed with excitement and his hands trembled .,5,5,F
sense,N,Common sense is not so common .,Fortunately she had the good sense to run away .,1,5,T
life,N,I have known him all his life .,"She 's my love , my life .",6,6,F
game,N,He 's in the plumbing game .,The game is 6 all .,5,1,F
union,N,The union of opposing factions .,The Soviet Union .,1,2,F
build,V,Build up confidence .,The contractor builds houses for $ 100 .,0,2,F
ensure,V,This nest egg will ensure a nice retirement for us .,Our exertions ensured us a good outcome .,4,2,T
haul,V,Haul nets .,Haul stones .,0,0,T
air,N,Open a window and let in some air .,I need some fresh air .,7,4,T
port,V,Port a rifle .,Port arms !,0,0,T
degree,N,She has two bachelor 's degrees and is studying towards a master 's degree .,90 degrees Fahrenheit is equivalent to 32.2 degrees Celsius .,13,1,F
make,V,One swallow does not a summer make .,This makes the third infraction .,6,1,T
round,N,He ordered a second round .,They brought us a round of drinks about every thirty minutes .,4,4,T
hum,N,The hum of distant traffic .,"They could hear a hum coming from the kitchen , and found the dishwasher on .",1,4,T
finish,N,When the finish is too thin it is difficult to apply evenly .,The car 's finish was so shiny and new .,2,3,T
identity,N,Simply an identity element if both are true .,It was too dark to determine his identity .,2,7,F
make,V,A good review by this critic will make your play !,She married into wealth and so has it made .,7,8,T
people,N,His people have been farmers for generations .,Are your people still alive ?,1,2,T
trial,N,He called each flip of the coin a new trial .,In the experimental trials the amount of carbon was measured separately .,9,3,T
support,N,The statue stood on a marble support .,The government provides support to the arts in several ways .,6,3,F
stick,N,The policy so far is all stick and no carrot .,The recipe calls for half a stick of butter .,6,6,F
age,N,We live in a litigious age .,The Bronze Age was followed by the Iron Age .,5,2,T
head,N,200 head of cattle .,A reduction in the assessment per head of sheep .,1,6,T
poison,N,Gossip is a malicious poison .,The poison of fascism .,4,1,T
way,N,Did n't know the way home .,It 's a long way to Moscow .,4,4,F
survey,N,Under his proud survey the city lies . -Sir John Denham .,His survey of the battlefield was limited .,3,1,T
leave,V,She did n't leave until midnight .,The president 's remarks left us speechless .,3,4,F
notice,N,An obituary notice .,You did n't give me enough notice .,2,6,T
work,V,I will work hard to improve my grades .,They worked on the task .,2,1,T
control,V,Control the budget .,Control an account .,0,0,F
chain,N,"A chain of ideas , one leading to the next .",The chain of command .,1,1,T
sense,N,It 's common sense not to put metal objects in a microwave oven .,Common sense is not so common .,3,1,T
sale,N,They are having a clearance sale : 50 % off .,I got some great bargains at their annual sale .,5,8,T
baby,N,Stop being a baby !,Stand up for yourself - do n't be such a baby !,3,10,T
head,N,The beer had a large head of foam .,Pour me a fresh beer ; this one has no head .,5,10,T
pull,V,Pull a bank robbery .,The car pulls to the right .,0,2,F
shift,V,We 'll have to shift these boxes to the downtown office .,Shift the emphasis .,4,0,T
run,N,He went to Las Vegas and spent all his money over a three-day run .,I 'm having a run of bad luck .,13,4,T
wall,N,Negotiations ran into a brick wall .,The walls of the cylinder were perforated .,5,1,F
cast,N,Her features had a delicate cast to them .,The delicate cast of his features .,5,2,T
stay,V,We stayed in Hawaii for a week .,The judge stayed the execution order .,1,2,F
chain,N,"A chain of ideas , one leading to the next .",The third link of the silver chain needs to be resoldered .,1,6,T
burn,V,He watched the house burn .,The sun burned his face .,4,2,F
face,N,Dew dripped from the face of the leaf .,She wanted to wipe him off the face of the earth .,4,7,T
run,V,I will run the sample .,Do n't run that software unless you have permission . ' .,2,2,T
provide,V,"Do n't bother bringing equipment , as we will provide it .",This procedure provides for lots of leeway .,9,2,F
base,N,The base of the triangle .,The attack wiped out our forward bases .,1,6,F
day,N,It should arrive any day now .,Those were the days .,4,3,T
trust,V,Do n't trust my ex - wife .,I trust you will behave better from now on .,2,1,F
pay,V,"Pay up , please !",She offered to pay the bill .,0,3,T
life,N,While there 's life there 's hope .,Life depends on many chemical and physical processes .,3,0,T
raise,V,Raise a family .,To raise somebody to office .,0,1,T
front,N,He walked to the front of the stage .,He led the national liberation front .,4,5,F
drive,V,Drive the forest .,We drove the car to the garage .,0,1,F
withholding,N,There were allegations of the withholding of evidence .,I resented his withholding permission .,5,3,T
sale,N,I got some great bargains at their annual sale .,They held a sale to reduce their inventory .,8,3,T
line,N,The answer to the comprehension question can be found in the third line of the accompanying text .,There are six lines in every stanza .,12,3,T
act,V,"She wants to act Lady Macbeth , but she is too young for the role .",He acted the idiot .,3,1,F
assemble,V,Assemble your colleagues .,The parents assembled in the school hall .,0,2,T
clearance,N,The plane was given clearance to land .,"He got clearance to travel to America , even though he had previous links to terrorists .",4,2,T
heart,N,The child won everyone 's heart .,"He stood still , his heart thumping wildly .",5,5,F
channelize,V,Channelize a stream .,Channelize the country for better transportation .,0,0,F
membership,N,They polled their membership .,He has memberships in clubs in three cities .,3,2,T
time,N,We had a wonderful time at the party .,He had a time holding back the tears .,4,3,T
use,V,I ca n't use this tool .,We can use this mathematical formula to solve the problem .,3,2,T
subvert,V,Do school counselors subvert young children ?,We must not let our civil liberties be subverted by the current crisis .,3,8,F
remission,N,Her cancer was in remission .,His cancer is in remission .,4,4,T
treat,V,Treat an oil spill .,Treat the lawn with chemicals .,0,0,T
move,V,To move in a matter .,The soldiers moved towards the city in an attempt to take it before night fell .,1,2,F
take,V,Take sick .,Be taken drunk .,0,1,T
light,N,It brought the scandal to light .,He could paint the lightest light and the darkest dark .,5,5,F
question,N,The question of seniority will be discussed at the meeting .,There was a question of which material to use .,1,3,T
stick,V,Stick the corner of the sheet under the mattress .,This question really stuck me .,0,3,F
avoid,V,I try to avoid the company of gamblers .,We avoided the area .,3,1,T
offer,V,Offer resistance .,He offered his sympathy .,0,1,F
film,N,The table was covered with a film of dust .,The film was shot on location .,6,1,F
extend,V,Extend the casserole with a little rice .,Extend the TV antenna .,0,0,F
product,N,They improve their product every year .,The product of 2 and 3 is 6 .,3,1,F
finish,N,The wine has a nutty flavor and a pleasant finish .,Booze will be the finish of him .,9,4,F
eye,N,The thread would n't go through the eye .,They were in the eye of the storm .,7,4,F
play,V,Play games .,We played hockey all afternoon .,0,1,T
break,V,This play will either make or break the playwright .,His peccadilloes finally broke his marriage .,6,3,T
develop,V,Develop a passion for painting .,Develop the rook .,0,0,F
snap,V,To snap a whip .,Bullets snapped past us .,1,1,F
cut,V,Cut a movie scene .,Cut the engines when the plane comes to a halt !,0,0,T
take,V,Take vengeance .,Take steps .,0,0,T
catch,V,Did you catch the thief ?,He caught her staring out the window .,2,1,F
attack,N,Open to attack by the elements .,The film was sensitive to attack by acids .,2,5,T
float,V,Float a ship .,The government floated the ruble for a few months .,0,2,F
role,N,The role of women has changed significantly in the last century .,What is your role on the team ?,1,3,T
shuffle,V,Shuffle the cards .,I shuffled my feet in embarrassment .,0,1,F
practice,N,It is good practice to check each door and window before leaving .,It is their practice to give annual raises .,3,3,T
drip,V,Listening to the tap next door drip all night drove me mad !,Water is dripping from the faucet .,6,2,T
grace,N,I 'm so grateful to God for the grace that He has given me .,God 's grace is manifested in the salvation of sinners .,8,2,T
stop,V,Soon the rain will stop .,The car stopped .,4,2,F
top,N,He stared as she buttoned her top .,I bought this top as it matches my jeans .,6,3,T
cover,V,"When the pot comes to a boil , cover it and reduce the heat to medium .",Cover the child with a blanket .,8,0,F
range,N,A piano has a greater range than the human voice .,He answered a range of questions .,5,3,F
rubric,N,* That would fall under the rubric of things we can ignore for now .,It is usually discussed under the rubric of ` functional obesity ' .,6,6,T
example,N,But there is always the famous example of the Smiths .,I profited from his example .,6,4,F
prepare,V,Prepare a speech .,The prince was prepared to become King one day .,0,3,F
background,N,He is a lawyer with a sports background .,The lawyer had a background in computer science .,7,4,T
court,N,The king will visit the duke 's court .,Pay court to the emperor .,7,1,F
number,N,Every number has a unique position in the sequence .,"The equation e^i\pi+1=0 includes the most important numbers : 1 , 0 , \pi , i , and e.",1,7,T
time,N,See you another time .,When was the last time we went out ? I do n't remember .,3,4,T
vagueness,N,These terms were used with a vagueness that suggested little or no thought about what each might convey .,The Conservative manifesto is a model of vagueness .,6,7,T
interest,N,In the interest of safety .,In the common interest .,2,3,T
sex,N,They had sex in the back seat .,We had sex in the back seat .,2,2,T
mirror,N,I had a look in the mirror to see if the blood had come off my face .,"We could see the lorry in the mirror , so decided to change lanes .",6,7,T
civilization,N,He is remembered for his generosity and civilization .,Early Mayan civilization .,7,2,F
dig,V,Dig salt .,Dig coal .,0,0,T
arouse,V,Arouse pity .,To arouse compassion .,0,1,T
clarity,N,Lack of clarity on the part of the teacher will cause confusion among the students .,"She dreamed , with great clarity , that she had been seen her own death .",2,5,T
date,N,I arranged a date with my Australian business partners .,She asked how to avoid kissing at the end of a date .,3,11,T
count,V,Can you count the books on your shelf ?,I can count my colleagues in the opposition .,2,2,F
authority,N,Respect my authority !,He has the authority to issue warrants .,2,3,T
know,V,Do you know my sister ?,She does n't know this composer .,2,3,T
direction,N,They proposed a new direction for the firm .,He checked the direction and velocity of the wind .,4,3,F
voice,N,The voice of the law .,Conservatism has many voices .,1,3,T
stomach,N,Exercise gave him a good stomach for dinner .,A good stomach for roast beef .,5,2,T
start,V,To start a business .,Start a new job .,1,0,F
score,N,Settling a score .,The player with the highest score is the winner .,2,5,F
air,N,The house had a neglected air .,As he waited he could feel the air on his neck .,5,7,F
connect,V,The new railroad will connect the northern part of the state to the southern part .,Herman connected the computers together .,4,1,T
slot,N,Bob Dylan occupied the top slot for several weeks .,She beat some tough competition for the number one slot .,5,9,T
charge,N,The child was a charge of the nanny .,The teacher led her charges across the street .,4,4,T
pop,V,Pop the clutch .,The soldiers were popping .,0,3,F
block,V,Block an attack .,Block the book cover .,0,0,F
language,N,The gift of language .,He taught foreign languages .,3,3,T
regret,V,I regret I ca n't come to the party .,"I regret that I have to do this , but I do n't have a choice .",1,1,F
wall,N,Negotiations ran into a brick wall .,A wall of prejudice .,5,1,T
block,V,Block a nerve .,You are blocking the name of your first wife !,0,2,F
make,V,Make a move .,Make advances .,0,0,T
move,N,The move into my fiancé 's house took two long days .,They say that three moves equal one fire .,1,4,T
dwelling,N,Philip 's dwelling fronted on the street . - Alfred Tennyson .,He built a modest dwelling near the pond .,2,4,T
field,N,"The set of rational numbers , \mathbbQ , is the prototypical field .",Field of view .,11,0,F
excuse,N,A poor excuse for an automobile .,He had to get his mother to write an excuse for him .,2,9,F
tell,V,Tell me what is bothering you .,Ellen told Helen how to avoid the crowd .,0,1,T
face,N,Dew dripped from the face of the leaf .,Put a big sign on each face of the building that can be seen from the road .,4,6,T
remember,V,Do you remember that he once loved you ?,I ca n't remember saying any such thing .,2,3,T
end,N,Start at the beginning and go on until you come to the end .,The so-called glorious experiment came to an inglorious end .,12,8,F
stop,V,Stop a car .,Your rights stop where you infringe upon the rights of other .,0,2,F
complexion,N,A sunburnt complexion .,A liberal political complexion .,2,3,F
streak,N,"I was on a winning streak until the fourth game , where I was dealt terrible cards .",Had a streak of bad luck .,5,2,T
touch,V,He could not touch the meaning of the poem .,She never touched her husband .,3,2,F
deep,N,In the deep of winter .,In the deep of night .,2,2,T
behalf,N,Spoke a good word in his friend 's behalf .,In your behalf .,8,2,T
undo,V,I wish I could undo my actions .,"Fortunately , we can undo most of the damage to the system by the war .",4,4,T
satisfaction,N,The chef tasted the sauce with great satisfaction .,He enjoyed the dish with great satisfaction . He 'll order it again the next time he arrives .,7,6,F
third,N,Jones came in third .,"He answered the first question willingly , the second reluctantly , and the third with resentment .",3,13,T
keep,V,Keep appointments .,She never keeps her promises .,0,2,T
connect,V,The planes do n't connect and you will have to wait for four hours .,"Operator , could you connect me to the Raffles in Singapore ?",4,4,F
support,N,The statue stood on a marble support .,He leaned against the wall for support .,6,6,F
round,N,A round of pleasures .,The story is going the rounds in Washington .,1,5,F
place,V,Place a phone call .,He bet $ 2 on number six to place .,0,8,F
make,V,Make advances .,Make a phone call .,0,0,T
deal,N,He 's a master of the business deal .,We need to finalise the deal with Henderson by midnight .,7,5,T
repertory,N,Has a large repertory of dialects and characters .,The repertory of the supposed feats of mesmerism .,3,1,T
love,N,Their love left them indifferent to their surroundings .,He had n't had any love in months .,1,5,F
give,V,Can you give me lessons ?,"When they asked , I gave my coat .",2,5,T
refine,V,Refine pig iron .,Refine oil .,0,0,T
energy,N,Jogging works off my excess energy .,Europeans often laugh at American energy .,5,5,F
dwelling,N,The old house served as a dwelling for Albert .,He built a modest dwelling near the pond .,6,4,T
foot,N,The foot of the list .,Curled up on the foot of the bed .,1,4,T
fight,V,Do n't fight it !,He fought for breath .,2,1,F
seat,N,He was elected to a seat in the Senate .,"He sat on the arm of the chair rather than the seat , which always annoyed his mother .",5,11,F
cup,N,The cup of her bra .,Bees filled the waxen cups with honey .,1,4,T
search,N,The outcome justified the search .,A thorough search of the ledgers revealed nothing .,4,2,T
see,V,You have to be a good observer to see all the details .,He is blind -- he can not see .,8,7,T
whisk,V,The chef prepared to whisk the egg whites for the angel 's food cake .,Whisk the eggs .,4,0,T
strength,N,They measured the station 's signal strength .,He had the strength of ten men .,6,3,T
side,N,It brought out his better side .,Look on the bright side .,5,4,T
scrambler,N,Their quarterback was a good scrambler .,Scramblers can often unnerve a better tennis player .,5,0,T
control,N,She never lost control of herself .,He had lost control of his sphincters .,3,3,F
poison,V,Poison the atmosphere in the office .,Poison someone 's mind .,0,0,T
law,N,Civilization presupposes respect for the law .,"By law , one is not allowed to own a wallaby in New York City .",5,1,T
cover,V,Cover the grave with flowers .,The insurance wo n't cover this .,0,4,F
squeeze,N,Increased expenses put a squeeze on profits .,Getting through that small opening was a tight squeeze .,4,8,F
scrub,V,Engineers had to scrub the satellite launch due to bad weather .,We had to scrub our vacation plans .,3,3,T
spin,N,One of the planet 's moons has a slower spin than the others .,He took the new car for a spin .,9,7,F
rotation,N,The manager had only four starting pitchers in his rotation .,Crop rotation makes a balanced demand on the fertility of the soil .,9,1,T
blend,V,Blend the nuts and raisins together .,He blends in with the crowd .,0,1,T
mount,V,Mount a theater production .,Mount a play .,0,0,T
art,N,It 's quite an art .,The art of conversation .,4,1,T
detach,V,Detach a regiment .,His retina detached and he had to be rushed into surgery .,0,2,F
life,N,He wanted to live his own life without interference from others .,"She 's my love , my life .",6,6,F
feel,V,I made the students feel different about themselves .,You make me feel naked .,4,3,T
break,V,Can you break a hundred-dollar bill for me ?,I had to break a $ 100 bill just to buy the candy .,2,3,T
order,N,Men from the fraternal order will staff the soup kitchen today .,An explosion of a low order of magnitude .,4,5,F
end,N,No one wanted to play end .,They rode to the end of the line .,5,4,F
commission,N,He works on commission .,A reseller 's commission .,3,3,T
camp,V,We 're planning to camp in the field until Sunday .,Can we go camping again this summer ?,4,3,T
strike,V,Strike fire from the flintstone .,Strike a match .,0,0,T
reticulation,N,The reticulation of a leaf .,The reticulation of a photographic emulsion .,1,1,T
use,V,We can use this mathematical formula to solve the problem .,He does n't know how to use a computer .,2,6,T
movement,N,The labor movement has been struggling in America since the passage of the Taft-Hartley act in 1947 .,He was a charter member of the movement .,2,7,T
action,N,His novels always have a lot of action .,The United Nations must have the power to propose and organize action without being hobbled by irrelevant issues .,7,11,F
ball,N,A ball of mud caught him on the shoulder .,The children were playing ball in the garden .,1,4,F
hollow,N,The hollow of the hand or of a tree .,He built himself a cabin in a hollow high up in the Rockies .,1,7,F
language,N,He uttered harsh language .,Sign language .,3,1,T
move,N,"A slight move of the tiller , and the boat will go off course .",His move put him directly in my path .,2,1,T
day,N,It should arrive any day now .,These days it is not unusual .,4,1,T
